observation,state_std,state_dev,lim_std,lim_dev,tau_std,tau_dev,rule,dpos,trial_type,sigma_q,sigma_r,noise_v,noise_w_std_t_minus_one,noise_w_dev_t_minus_one,ITI,duration_tones,ISI,trial_n,run,run_n
1016.3693,1019.8788,1062.0867,1000,1050,40,5,0,2,0,10,10,-3.5095,-3.2920,2.2546,7.0000,0.1000,0.6500,185,,3
1012.0006,1012.9031,1062.0867,1000,1050,40,5,0,2,0,10,10,-0.9025,-6.4787,2.2546,7.0000,0.1000,0.6500,185,,3
1034.4172,1029.4562,1051.4820,1000,1050,40,5,0,4,0,10,10,4.9610,16.8757,-8.1873,5.0000,0.1000,0.6500,186,,3
1030.2544,1024.3398,1051.4820,1000,1050,40,5,0,4,0,10,10,5.9145,-4.3799,-8.1873,5.0000,0.1000,0.6500,186,,3
1043.6631,1041.7253,1051.4820,1000,1050,40,5,0,4,0,10,10,1.9379,17.9939,-8.1873,5.0000,0.1000,0.6500,186,,3
1057.0412,1050.5272,1051.4820,1000,1050,40,5,0,4,0,10,10,6.5140,9.8450,-8.1873,5.0000,0.1000,0.6500,186,,3
1046.4327,1025.6420,1051.4820,1000,1050,40,5,0,4,1,10,10,-5.0493,-23.6220,-8.1873,5.0000,0.1000,0.6500,186,,3
1033.2606,1037.0596,1051.4820,1000,1050,40,5,0,4,0,10,10,-3.7990,12.0587,-8.1873,5.0000,0.1000,0.6500,186,,3
1049.1376,1041.3301,1051.4820,1000,1050,40,5,0,4,0,10,10,7.8075,5.1969,-8.1873,5.0000,0.1000,0.6500,186,,3
1040.4978,1048.4699,1051.4820,1000,1050,40,5,0,4,0,10,10,-7.9721,8.1731,-8.1873,5.0000,0.1000,0.6500,186,,3
1039.8986,1065.1849,1052.3397,1000,1050,40,5,2,0,0,10,10,-25.2863,17.9267,1.1541,7.0000,0.1000,0.6500,187,,3
1074.7076,1068.1776,1052.3397,1000,1050,40,5,2,0,0,10,10,6.5300,4.6223,1.1541,7.0000,0.1000,0.6500,187,,3
1063.6701,1070.3667,1052.3397,1000,1050,40,5,2,0,0,10,10,-6.6966,3.8935,1.1541,7.0000,0.1000,0.6500,187,,3
1065.2525,1063.3129,1052.3397,1000,1050,40,5,2,0,0,10,10,1.9396,-5.2946,1.1541,7.0000,0.1000,0.6500,187,,3
1063.6189,1066.4511,1052.3397,1000,1050,40,5,2,0,0,10,10,-2.8322,4.7210,1.1541,7.0000,0.1000,0.6500,187,,3
1059.8114,1051.1768,1052.3397,1000,1050,40,5,2,0,0,10,10,8.6346,-13.6130,1.1541,7.0000,0.1000,0.6500,187,,3
1040.4625,1056.1280,1052.3397,1000,1050,40,5,2,0,0,10,10,-15.6655,6.2306,1.1541,7.0000,0.1000,0.6500,187,,3
1063.0292,1062.7412,1052.3397,1000,1050,40,5,2,0,0,10,10,0.2880,8.0165,1.1541,7.0000,0.1000,0.6500,187,,3
1033.1987,1045.8029,1060.6023,1000,1050,40,5,0,4,0,10,10,-12.6042,-15.3698,8.7306,4.0000,0.1000,0.6500,188,,3
1069.3584,1049.5158,1060.6023,1000,1050,40,5,0,4,0,10,10,19.8426,4.8580,8.7306,4.0000,0.1000,0.6500,188,,3
1064.7974,1053.3408,1060.6023,1000,1050,40,5,0,4,0,10,10,11.4566,5.0629,8.7306,4.0000,0.1000,0.6500,188,,3
1059.3886,1058.9304,1060.6023,1000,1050,40,5,0,4,0,10,10,0.4581,6.9231,8.7306,4.0000,0.1000,0.6500,188,,3
1077.6278,1060.0194,1060.6023,1000,1050,40,5,0,4,1,10,10,17.0255,2.5623,8.7306,4.0000,0.1000,0.6500,188,,3
1028.7883,1044.3367,1060.6023,1000,1050,40,5,0,4,0,10,10,-15.5485,-14.1822,8.7306,4.0000,0.1000,0.6500,188,,3
1066.1614,1054.9779,1060.6023,1000,1050,40,5,0,4,0,10,10,11.1835,11.7496,8.7306,4.0000,0.1000,0.6500,188,,3
1081.5845,1063.4699,1060.6023,1000,1050,40,5,0,4,0,10,10,18.1146,9.8664,8.7306,4.0000,0.1000,0.6500,188,,3
1090.0596,1077.7065,1055.1767,1000,1050,40,5,0,3,0,10,10,12.3531,15.8234,-3.3052,7.0000,0.1000,0.6500,189,,3
1072.5217,1070.0785,1055.1767,1000,1050,40,5,0,3,0,10,10,2.4432,-5.6854,-3.3052,7.0000,0.1000,0.6500,189,,3
1077.5151,1065.2490,1055.1767,1000,1050,40,5,0,3,0,10,10,12.2661,-3.0775,-3.3052,7.0000,0.1000,0.6500,189,,3
1055.7931,1058.7200,1055.1767,1000,1050,40,5,0,3,1,10,10,0.6164,-4.8978,-3.3052,7.0000,0.1000,0.6500,189,,3
1069.2882,1067.6911,1055.1767,1000,1050,40,5,0,3,0,10,10,1.5971,10.4391,-3.3052,7.0000,0.1000,0.6500,189,,3
1068.9256,1059.9194,1055.1767,1000,1050,40,5,0,3,0,10,10,9.0062,-6.0794,-3.3052,7.0000,0.1000,0.6500,189,,3
1079.3162,1064.5526,1055.1767,1000,1050,40,5,0,3,0,10,10,14.7636,6.1312,-3.3052,7.0000,0.1000,0.6500,189,,3
1090.0174,1079.0702,1055.1767,1000,1050,40,5,0,3,0,10,10,10.9472,16.1314,-3.3052,7.0000,0.1000,0.6500,189,,3
1096.7803,1089.0858,1039.7054,1000,1050,40,5,0,4,0,10,10,7.6945,11.9923,-14.4360,7.0000,0.1000,0.6500,190,,3
1096.4415,1097.6685,1039.7054,1000,1050,40,5,0,4,0,10,10,-1.2270,10.8099,-14.4360,7.0000,0.1000,0.6500,190,,3
1104.5544,1101.6118,1039.7054,1000,1050,40,5,0,4,0,10,10,2.9426,6.3851,-14.4360,7.0000,0.1000,0.6500,190,,3
1102.1082,1110.4821,1039.7054,1000,1050,40,5,0,4,0,10,10,-8.3739,11.4106,-14.4360,7.0000,0.1000,0.6500,190,,3
1033.4897,1100.8939,1039.7054,1000,1050,40,5,0,4,1,10,10,-6.2157,-6.8262,-14.4360,7.0000,0.1000,0.6500,190,,3
1108.1221,1106.5184,1039.7054,1000,1050,40,5,0,4,0,10,10,1.6038,8.1468,-14.4360,7.0000,0.1000,0.6500,190,,3
1108.6910,1129.4758,1039.7054,1000,1050,40,5,0,4,0,10,10,-20.7848,25.6204,-14.4360,7.0000,0.1000,0.6500,190,,3
1127.4874,1127.5434,1039.7054,1000,1050,40,5,0,4,0,10,10,-0.0561,1.3045,-14.4360,7.0000,0.1000,0.6500,190,,3
1124.1087,1127.1636,1037.2613,1000,1050,40,5,0,3,0,10,10,-3.0548,2.8087,-4.5031,4.5000,0.1000,0.6500,191,,3
1120.0687,1127.6148,1037.2613,1000,1050,40,5,0,3,0,10,10,-7.5461,3.6303,-4.5031,4.5000,0.1000,0.6500,191,,3
1130.9440,1125.5771,1037.2613,1000,1050,40,5,0,3,0,10,10,5.3669,1.1527,-4.5031,4.5000,0.1000,0.6500,191,,3
1050.4367,1111.5971,1037.2613,1000,1050,40,5,0,3,1,10,10,13.1754,-10.8405,-4.5031,4.5000,0.1000,0.6500,191,,3
1117.1378,1121.1817,1037.2613,1000,1050,40,5,0,3,0,10,10,-4.0439,12.3745,-4.5031,4.5000,0.1000,0.6500,191,,3
1094.2445,1106.3196,1037.2613,1000,1050,40,5,0,3,0,10,10,-12.0751,-11.8325,-4.5031,4.5000,0.1000,0.6500,191,,3
1106.2090,1098.1305,1037.2613,1000,1050,40,5,0,3,0,10,10,8.0785,-5.5311,-4.5031,4.5000,0.1000,0.6500,191,,3
1131.0184,1104.5667,1037.2613,1000,1050,40,5,0,3,0,10,10,26.4517,8.8895,-4.5031,4.5000,0.1000,0.6500,191,,3
1111.6725,1113.0393,1061.2072,1000,1050,40,5,0,3,0,10,10,-1.3667,11.0867,21.3982,6.5000,0.1000,0.6500,192,,3
1125.5074,1118.2354,1061.2072,1000,1050,40,5,0,3,0,10,10,7.2720,8.0221,21.3982,6.5000,0.1000,0.6500,192,,3
1115.4573,1101.2959,1061.2072,1000,1050,40,5,0,3,0,10,10,14.1614,-13.9836,21.3982,6.5000,0.1000,0.6500,192,,3
1055.5007,1094.2827,1061.2072,1000,1050,40,5,0,3,1,10,10,-5.7065,-4.4808,21.3982,6.5000,0.1000,0.6500,192,,3
1075.7379,1088.9503,1061.2072,1000,1050,40,5,0,3,0,10,10,-13.2124,-2.9753,21.3982,6.5000,0.1000,0.6500,192,,3
1065.3867,1080.0251,1061.2072,1000,1050,40,5,0,3,0,10,10,-14.6384,-6.7014,21.3982,6.5000,0.1000,0.6500,192,,3
1065.8502,1070.0236,1061.2072,1000,1050,40,5,0,3,0,10,10,-4.1734,-8.0009,21.3982,6.5000,0.1000,0.6500,192,,3
1073.9128,1073.4154,1061.2072,1000,1050,40,5,0,3,0,10,10,0.4974,5.1424,21.3982,6.5000,0.1000,0.6500,192,,3
1061.0413,1071.9689,1070.0299,1000,1050,40,5,0,2,0,10,10,-10.9276,0.3889,11.0642,7.0000,0.1000,0.6500,193,,3
1072.1732,1061.2181,1070.0299,1000,1050,40,5,0,2,0,10,10,10.9551,-8.9516,11.0642,7.0000,0.1000,0.6500,193,,3
1075.2061,1058.5547,1070.0299,1000,1050,40,5,0,2,1,10,10,5.1761,-1.1330,11.0642,7.0000,0.1000,0.6500,193,,3
1037.5625,1050.6183,1070.0299,1000,1050,40,5,0,2,0,10,10,-13.0558,-6.4725,11.0642,7.0000,0.1000,0.6500,193,,3
1052.6492,1066.0272,1070.0299,1000,1050,40,5,0,2,0,10,10,-13.3779,16.6743,11.0642,7.0000,0.1000,0.6500,193,,3
1078.2659,1068.2440,1070.0299,1000,1050,40,5,0,2,0,10,10,10.0219,3.8675,11.0642,7.0000,0.1000,0.6500,193,,3
1060.3214,1062.6622,1070.0299,1000,1050,40,5,0,2,0,10,10,-2.3408,-3.8757,11.0642,7.0000,0.1000,0.6500,193,,3
1061.9349,1053.2162,1070.0299,1000,1050,40,5,0,2,0,10,10,8.7187,-7.8794,11.0642,7.0000,0.1000,0.6500,193,,3
1033.2444,1049.8144,1079.4104,1000,1050,40,5,0,4,0,10,10,-16.5700,-2.0715,13.3865,3.5000,0.1000,0.6500,194,,3
1036.1816,1049.4302,1079.4104,1000,1050,40,5,0,4,0,10,10,-13.2486,0.8612,13.3865,3.5000,0.1000,0.6500,194,,3
1058.7271,1048.6922,1079.4104,1000,1050,40,5,0,4,0,10,10,10.0350,0.4977,13.3865,3.5000,0.1000,0.6500,194,,3
1042.8209,1042.4790,1079.4104,1000,1050,40,5,0,4,0,10,10,0.3419,-4.9958,13.3865,3.5000,0.1000,0.6500,194,,3
1085.6900,1032.2817,1079.4104,1000,1050,40,5,0,4,1,10,10,6.2795,-9.1354,13.3865,3.5000,0.1000,0.6500,194,,3
1047.5445,1036.9482,1079.4104,1000,1050,40,5,0,4,0,10,10,10.5963,5.4736,13.3865,3.5000,0.1000,0.6500,194,,3
1034.1091,1040.5226,1079.4104,1000,1050,40,5,0,4,0,10,10,-6.4135,4.4981,13.3865,3.5000,0.1000,0.6500,194,,3
1034.2707,1032.0428,1079.4104,1000,1050,40,5,0,4,0,10,10,2.2279,-7.4667,13.3865,3.5000,0.1000,0.6500,194,,3
1034.8421,1029.5742,1058.7933,1000,1050,40,5,1,5,0,10,10,5.2679,-1.6675,-14.7350,3.0000,0.1000,0.6500,195,,3
1023.1815,1041.2558,1058.7933,1000,1050,40,5,1,5,0,10,10,-18.0742,12.4209,-14.7350,3.0000,0.1000,0.6500,195,,3
1032.3747,1055.0685,1058.7933,1000,1050,40,5,1,5,0,10,10,-22.6938,14.8442,-14.7350,3.0000,0.1000,0.6500,195,,3
1064.5877,1061.9816,1058.7933,1000,1050,40,5,1,5,0,10,10,2.6061,8.2898,-14.7350,3.0000,0.1000,0.6500,195,,3
1036.0465,1036.8506,1058.7933,1000,1050,40,5,1,5,0,10,10,-0.8041,-23.5815,-14.7350,3.0000,0.1000,0.6500,195,,3
1073.1539,1033.9442,1058.7933,1000,1050,40,5,1,5,1,10,10,14.3605,-1.9851,-14.7350,3.0000,0.1000,0.6500,195,,3
1005.9061,1017.4672,1058.7933,1000,1050,40,5,1,5,0,10,10,-11.5610,-15.6284,-14.7350,3.0000,0.1000,0.6500,195,,3
1004.8344,1007.0646,1058.7933,1000,1050,40,5,1,5,0,10,10,-2.2302,-9.9659,-14.7350,3.0000,0.1000,0.6500,195,,3
1013.2154,1005.1317,1069.7158,1000,1050,40,5,1,5,0,10,10,8.0837,-1.7563,12.6812,3.5000,0.1000,0.6500,196,,3
1004.4911,1002.3822,1069.7158,1000,1050,40,5,1,5,0,10,10,2.1090,-2.6213,12.6812,3.5000,0.1000,0.6500,196,,3
1022.7795,1008.6178,1069.7158,1000,1050,40,5,1,5,0,10,10,14.1616,6.2952,12.6812,3.5000,0.1000,0.6500,196,,3
991.6323,1001.0040,1069.7158,1000,1050,40,5,1,5,0,10,10,-9.3717,-7.3984,12.6812,3.5000,0.1000,0.6500,196,,3
1006.1399,998.9061,1069.7158,1000,1050,40,5,1,5,0,10,10,7.2338,-2.0727,12.6812,3.5000,0.1000,0.6500,196,,3
1074.7942,1005.3608,1069.7158,1000,1050,40,5,1,5,1,10,10,5.0784,6.4273,12.6812,3.5000,0.1000,0.6500,196,,3
983.5073,986.6744,1069.7158,1000,1050,40,5,1,5,0,10,10,-3.1671,-18.5524,12.6812,3.5000,0.1000,0.6500,196,,3
1008.5277,1003.6570,1069.7158,1000,1050,40,5,1,5,0,10,10,4.8707,16.6495,12.6812,3.5000,0.1000,0.6500,196,,3
1004.1409,988.2734,1072.4442,1000,1050,40,5,2,0,0,10,10,15.8676,-15.2922,6.6715,6.0000,0.1000,0.6500,197,,3
988.2947,983.0903,1072.4442,1000,1050,40,5,2,0,0,10,10,5.2045,-5.4762,6.6715,6.0000,0.1000,0.6500,197,,3
1000.8628,988.1780,1072.4442,1000,1050,40,5,2,0,0,10,10,12.6848,4.6650,6.6715,6.0000,0.1000,0.6500,197,,3
1004.0743,1000.8638,1072.4442,1000,1050,40,5,2,0,0,10,10,3.2105,12.3902,6.6715,6.0000,0.1000,0.6500,197,,3
1008.5346,1011.3995,1072.4442,1000,1050,40,5,2,0,0,10,10,-2.8650,10.5574,6.6715,6.0000,0.1000,0.6500,197,,3
1008.0111,1019.8785,1072.4442,1000,1050,40,5,2,0,0,10,10,-11.8674,8.7640,6.6715,6.0000,0.1000,0.6500,197,,3
1011.9494,1019.6341,1072.4442,1000,1050,40,5,2,0,0,10,10,-7.6848,0.2526,6.6715,6.0000,0.1000,0.6500,197,,3
1043.1119,1030.3162,1072.4442,1000,1050,40,5,2,0,0,10,10,12.7957,11.1729,6.6715,6.0000,0.1000,0.6500,197,,3
1029.3874,1024.9646,1082.1768,1000,1050,40,5,1,4,0,10,10,4.4228,-4.5937,14.2214,5.0000,0.1000,0.6500,198,,3
1032.3479,1022.3108,1082.1768,1000,1050,40,5,1,4,0,10,10,10.0371,-2.0296,14.2214,5.0000,0.1000,0.6500,198,,3
1021.1056,1018.3299,1082.1768,1000,1050,40,5,1,4,0,10,10,2.7756,-3.4231,14.2214,5.0000,0.1000,0.6500,198,,3
1025.3539,1026.3564,1082.1768,1000,1050,40,5,1,4,0,10,10,-1.0025,8.4847,14.2214,5.0000,0.1000,0.6500,198,,3
1083.7276,1041.1964,1082.1768,1000,1050,40,5,1,4,1,10,10,1.5509,15.4989,14.2214,5.0000,0.1000,0.6500,198,,3
1046.8697,1030.3893,1082.1768,1000,1050,40,5,1,4,0,10,10,16.4804,-9.7771,14.2214,5.0000,0.1000,0.6500,198,,3
1032.4359,1023.5584,1082.1768,1000,1050,40,5,1,4,0,10,10,8.8775,-6.0712,14.2214,5.0000,0.1000,0.6500,198,,3
1010.3866,1018.7703,1082.1768,1000,1050,40,5,1,4,0,10,10,-8.3836,-4.1992,14.2214,5.0000,0.1000,0.6500,198,,3
1017.4136,1019.5492,1060.1254,1000,1050,40,5,1,4,0,10,10,-2.1357,1.2482,-15.6160,3.5000,0.1000,0.6500,199,,3
1015.2449,1034.4914,1060.1254,1000,1050,40,5,1,4,0,10,10,-19.2465,15.4309,-15.6160,3.5000,0.1000,0.6500,199,,3
1039.3027,1036.7573,1060.1254,1000,1050,40,5,1,4,0,10,10,2.5455,3.1282,-15.6160,3.5000,0.1000,0.6500,199,,3
1053.1310,1040.7634,1060.1254,1000,1050,40,5,1,4,0,10,10,12.3676,4.9250,-15.6160,3.5000,0.1000,0.6500,199,,3
1051.1639,1037.3712,1060.1254,1000,1050,40,5,1,4,1,10,10,-8.9615,-2.3731,-15.6160,3.5000,0.1000,0.6500,199,,3
1037.1691,1030.8438,1060.1254,1000,1050,40,5,1,4,0,10,10,6.3253,-5.5931,-15.6160,3.5000,0.1000,0.6500,199,,3
1012.7493,1011.3572,1060.1254,1000,1050,40,5,1,4,0,10,10,1.3920,-18.7154,-15.6160,3.5000,0.1000,0.6500,199,,3
1010.1456,1004.1641,1060.1254,1000,1050,40,5,1,4,0,10,10,5.9815,-6.9092,-15.6160,3.5000,0.1000,0.6500,199,,3
1001.1849,996.3873,1045.6426,1000,1050,40,5,1,5,0,10,10,4.7976,-7.6727,-12.4577,6.0000,0.1000,0.6500,200,,3
1001.5966,996.0669,1045.6426,1000,1050,40,5,1,5,0,10,10,5.5298,-0.4108,-12.4577,6.0000,0.1000,0.6500,200,,3
989.7262,997.5414,1045.6426,1000,1050,40,5,1,5,0,10,10,-7.8152,1.3762,-12.4577,6.0000,0.1000,0.6500,200,,3
1001.9277,995.1885,1045.6426,1000,1050,40,5,1,5,0,10,10,6.7391,-2.4143,-12.4577,6.0000,0.1000,0.6500,200,,3
981.7289,994.9195,1045.6426,1000,1050,40,5,1,5,0,10,10,-13.1906,-0.3894,-12.4577,6.0000,0.1000,0.6500,200,,3
1046.4102,988.7594,1045.6426,1000,1050,40,5,1,5,1,10,10,0.7675,-6.2871,-12.4577,6.0000,0.1000,0.6500,200,,3
993.9890,1003.6310,1045.6426,1000,1050,40,5,1,5,0,10,10,-9.6420,14.5906,-12.4577,6.0000,0.1000,0.6500,200,,3
1026.4391,1014.9092,1045.6426,1000,1050,40,5,1,5,0,10,10,11.5299,11.3690,-12.4577,6.0000,0.1000,0.6500,200,,3
1038.7149,1042.9829,1049.2938,1000,1050,40,5,1,5,0,10,10,-4.2680,28.4464,2.7797,6.0000,0.1000,0.6500,201,,3
1038.2307,1033.3153,1049.2938,1000,1050,40,5,1,5,0,10,10,4.9154,-8.5930,2.7797,6.0000,0.1000,0.6500,201,,3
1026.3790,1029.8859,1049.2938,1000,1050,40,5,1,5,0,10,10,-3.5069,-2.5965,2.7797,6.0000,0.1000,0.6500,201,,3
1040.6487,1040.4744,1049.2938,1000,1050,40,5,1,5,0,10,10,0.1743,11.3356,2.7797,6.0000,0.1000,0.6500,201,,3
1027.5477,1024.0941,1049.2938,1000,1050,40,5,1,5,0,10,10,3.4537,-15.3684,2.7797,6.0000,0.1000,0.6500,201,,3
1053.6140,1023.8417,1049.2938,1000,1050,40,5,1,5,1,10,10,4.3202,0.3499,2.7797,6.0000,0.1000,0.6500,201,,3
1032.2983,1030.5861,1049.2938,1000,1050,40,5,1,5,0,10,10,1.7122,7.3405,2.7797,6.0000,0.1000,0.6500,201,,3
1009.4659,1021.5783,1049.2938,1000,1050,40,5,1,5,0,10,10,-12.1124,-8.2432,2.7797,6.0000,0.1000,0.6500,201,,3
1021.7657,1025.8221,1041.8431,1000,1050,40,5,1,6,0,10,10,-4.0564,4.7833,-7.5920,6.5000,0.1000,0.6500,202,,3
1015.8386,1016.7890,1041.8431,1000,1050,40,5,1,6,0,10,10,-0.9504,-8.3875,-7.5920,6.5000,0.1000,0.6500,202,,3
987.0091,1009.6891,1041.8431,1000,1050,40,5,1,6,0,10,10,-22.6800,-6.6802,-7.5920,6.5000,0.1000,0.6500,202,,3
1010.1479,1011.4618,1041.8431,1000,1050,40,5,1,6,0,10,10,-1.3139,2.0149,-7.5920,6.5000,0.1000,0.6500,202,,3
1014.4557,1018.6306,1041.8431,1000,1050,40,5,1,6,0,10,10,-4.1749,7.4554,-7.5920,6.5000,0.1000,0.6500,202,,3
1011.8474,1019.6991,1041.8431,1000,1050,40,5,1,6,0,10,10,-7.8517,1.5343,-7.5920,6.5000,0.1000,0.6500,202,,3
1065.3117,1026.0064,1041.8431,1000,1050,40,5,1,6,1,10,10,23.4685,6.7997,-7.5920,6.5000,0.1000,0.6500,202,,3
1026.0427,1015.5402,1041.8431,1000,1050,40,5,1,6,0,10,10,10.5025,-9.8160,-7.5920,6.5000,0.1000,0.6500,202,,3
988.4159,997.1131,1033.4711,1000,1050,40,5,1,4,0,10,10,-8.6971,-18.0386,-10.0034,7.0000,0.1000,0.6500,203,,3
1006.9392,1005.3251,1033.4711,1000,1050,40,5,1,4,0,10,10,1.6141,8.1398,-10.0034,7.0000,0.1000,0.6500,203,,3
1007.9476,991.9534,1033.4711,1000,1050,40,5,1,4,0,10,10,15.9942,-13.2386,-10.0034,7.0000,0.1000,0.6500,203,,3
1000.2448,1002.6121,1033.4711,1000,1050,40,5,1,4,0,10,10,-2.3673,10.4576,-10.0034,7.0000,0.1000,0.6500,203,,3
1049.7763,996.7673,1033.4711,1000,1050,40,5,1,4,1,10,10,16.3052,-5.7796,-10.0034,7.0000,0.1000,0.6500,203,,3
1004.7488,990.3400,1033.4711,1000,1050,40,5,1,4,0,10,10,14.4088,-6.5080,-10.0034,7.0000,0.1000,0.6500,203,,3
979.6466,986.9629,1033.4711,1000,1050,40,5,1,4,0,10,10,-7.3163,-3.6186,-10.0034,7.0000,0.1000,0.6500,203,,3
984.3442,978.8518,1033.4711,1000,1050,40,5,1,4,0,10,10,5.4924,-8.4371,-10.0034,7.0000,0.1000,0.6500,203,,3
970.2134,972.4602,1055.7023,1000,1050,40,5,1,5,0,10,10,-2.2469,-6.9202,18.9255,3.5000,0.1000,0.6500,204,,3
955.7680,971.1861,1055.7023,1000,1050,40,5,1,5,0,10,10,-15.4181,-1.9626,18.9255,3.5000,0.1000,0.6500,204,,3
974.8421,971.0101,1055.7023,1000,1050,40,5,1,5,0,10,10,3.8320,-0.8964,18.9255,3.5000,0.1000,0.6500,204,,3
971.0556,967.9661,1055.7023,1000,1050,40,5,1,5,0,10,10,3.0896,-3.7688,18.9255,3.5000,0.1000,0.6500,204,,3
968.7108,964.7538,1055.7023,1000,1050,40,5,1,5,0,10,10,3.9570,-4.0131,18.9255,3.5000,0.1000,0.6500,204,,3
1045.9983,962.7281,1055.7023,1000,1050,40,5,1,5,1,10,10,-9.7040,-2.9068,18.9255,3.5000,0.1000,0.6500,204,,3
974.1559,971.5069,1055.7023,1000,1050,40,5,1,5,0,10,10,2.6490,7.8470,18.9255,3.5000,0.1000,0.6500,204,,3
978.3196,980.4540,1055.7023,1000,1050,40,5,1,5,0,10,10,-2.1344,8.2348,18.9255,3.5000,0.1000,0.6500,204,,3
966.5467,965.7515,1050.2908,1000,1050,40,5,0,4,0,10,10,0.7952,-15.1911,-4.2711,3.5000,0.1000,0.6500,205,,3
967.5696,974.4578,1050.2908,1000,1050,40,5,0,4,0,10,10,-6.8882,7.8501,-4.2711,3.5000,0.1000,0.6500,205,,3
984.0097,974.2698,1050.2908,1000,1050,40,5,0,4,0,10,10,9.7399,-0.8266,-4.2711,3.5000,0.1000,0.6500,205,,3
1010.6807,990.1954,1050.2908,1000,1050,40,5,0,4,0,10,10,20.4853,15.2823,-4.2711,3.5000,0.1000,0.6500,205,,3
1056.4891,999.5460,1050.2908,1000,1050,40,5,0,4,1,10,10,6.1984,9.1055,-4.2711,3.5000,0.1000,0.6500,205,,3
1023.4292,1006.6581,1050.2908,1000,1050,40,5,0,4,0,10,10,16.7710,7.1008,-4.2711,3.5000,0.1000,0.6500,205,,3
1008.2356,1014.1343,1050.2908,1000,1050,40,5,0,4,0,10,10,-5.8987,7.6426,-4.2711,3.5000,0.1000,0.6500,205,,3
974.1029,991.9193,1050.2908,1000,1050,40,5,0,4,0,10,10,-17.8164,-21.8616,-4.2711,3.5000,0.1000,0.6500,205,,3
997.7972,987.8516,1048.9670,1000,1050,40,5,0,2,0,10,10,9.9457,-4.2697,-1.2657,5.0000,0.1000,0.6500,206,,3
990.7207,989.8316,1048.9670,1000,1050,40,5,0,2,0,10,10,0.8891,1.6763,-1.2657,5.0000,0.1000,0.6500,206,,3
1056.3045,979.4495,1048.9670,1000,1050,40,5,0,2,1,10,10,7.3375,-10.6363,-1.2657,5.0000,0.1000,0.6500,206,,3
970.8226,976.9498,1048.9670,1000,1050,40,5,0,2,0,10,10,-6.1272,-3.0135,-1.2657,5.0000,0.1000,0.6500,206,,3
960.0741,953.5000,1048.9670,1000,1050,40,5,0,2,0,10,10,6.5741,-24.0260,-1.2657,5.0000,0.1000,0.6500,206,,3
968.1143,950.2197,1048.9670,1000,1050,40,5,0,2,0,10,10,17.8946,-4.4428,-1.2657,5.0000,0.1000,0.6500,206,,3
949.5399,954.4871,1048.9670,1000,1050,40,5,0,2,0,10,10,-4.9472,3.0229,-1.2657,5.0000,0.1000,0.6500,206,,3
951.9569,956.2256,1048.9670,1000,1050,40,5,0,2,0,10,10,-4.2686,0.6006,-1.2657,5.0000,0.1000,0.6500,206,,3
963.5478,978.0715,1047.9006,1000,1050,40,5,1,6,0,10,10,-14.5237,20.7516,-1.2730,4.5000,0.1000,0.6500,207,,3
987.1945,979.4836,1047.9006,1000,1050,40,5,1,6,0,10,10,7.7109,0.8639,-1.2730,4.5000,0.1000,0.6500,207,,3
971.9858,961.2537,1047.9006,1000,1050,40,5,1,6,0,10,10,10.7321,-18.7428,-1.2730,4.5000,0.1000,0.6500,207,,3
996.4097,983.2492,1047.9006,1000,1050,40,5,1,6,0,10,10,13.1605,21.0268,-1.2730,4.5000,0.1000,0.6500,207,,3
983.5643,985.6519,1047.9006,1000,1050,40,5,1,6,0,10,10,-2.0877,1.9839,-1.2730,4.5000,0.1000,0.6500,207,,3
1000.9951,986.9248,1047.9006,1000,1050,40,5,1,6,0,10,10,14.0703,0.9142,-1.2730,4.5000,0.1000,0.6500,207,,3
1055.7267,1006.4372,1047.9006,1000,1050,40,5,1,6,1,10,10,7.8261,19.1855,-1.2730,4.5000,0.1000,0.6500,207,,3
1011.9871,1002.0208,1047.9006,1000,1050,40,5,1,6,0,10,10,9.9664,-4.2555,-1.2730,4.5000,0.1000,0.6500,207,,3
1003.8047,1009.0292,1052.6621,1000,1050,40,5,1,6,0,10,10,-5.2245,7.0590,4.3416,6.5000,0.1000,0.6500,208,,3
1022.0847,1013.3293,1052.6621,1000,1050,40,5,1,6,0,10,10,8.7553,4.5259,4.3416,6.5000,0.1000,0.6500,208,,3
1000.6544,1002.9259,1052.6621,1000,1050,40,5,1,6,0,10,10,-2.2715,-10.0702,4.3416,6.5000,0.1000,0.6500,208,,3
995.8815,1017.4598,1052.6621,1000,1050,40,5,1,6,0,10,10,-21.5782,14.6070,4.3416,6.5000,0.1000,0.6500,208,,3
1032.7402,1026.5446,1052.6621,1000,1050,40,5,1,6,0,10,10,6.1956,9.5213,4.3416,6.5000,0.1000,0.6500,208,,3
1027.1902,1023.6900,1052.6621,1000,1050,40,5,1,6,0,10,10,3.5002,-2.1910,4.3416,6.5000,0.1000,0.6500,208,,3
1056.2339,1027.2392,1052.6621,1000,1050,40,5,1,6,1,10,10,3.5719,4.1415,4.3416,6.5000,0.1000,0.6500,208,,3
1025.0398,1018.6453,1052.6621,1000,1050,40,5,1,6,0,10,10,6.3945,-7.9130,4.3416,6.5000,0.1000,0.6500,208,,3
1002.0810,1024.7776,1058.9811,1000,1050,40,5,0,3,0,10,10,-22.6966,6.5985,6.8514,6.0000,0.1000,0.6500,209,,3
